## CidLength:	193
## Count:	45217
## Date:	Mon Dec 16 12:47:32 2019
## Game:	PSNX
##Locale:	en_us
## MD5Checksum: 385D6254C6EA6F1EBD715B14690E0794
## T4Version:	Unknown
## TextLength:	1109
## Version:	2.1.886508
38477143	ucdt	在你的武器上添加艾美瑞什树丛迷彩图案。所有阵营均可使用此装备。
38492857	ucdt	乎拉坎安全存储点
38588024	ugdt	Heroic Boost - 6 Month (Account Grant)
38619927	ugdt	PS1 金色车标
38727709	ugdt	Harasser Venom Windshield
38764221	ucdt	海盗战机描述
38807292	ucdt	聚焦“质子”AP穿甲炮是一种强火力穿甲等离子炮，可以对目标造成重大伤害。要有效使用这武器需要有很高的射击精准度。
38832645	ucdt	为你的驾驶舱增添个性化装饰，在座舱玻璃处加上红色金属贴花。仅限地球共和国使用。
38922439	ucdt	诱饵手雷
39068980	ugdt	Exarch Helmet
39624369	ugdt	Forgotten Warmachine Camo
39795506	ucdt	TX1-FB连发枪：铜质勋章
39809539	ucdt	PAYPAL
39822183	ucdt	The9 Placeholder
39897693	ucdt	小键盘 5
39931042	ucdt	金色纳能男爵G5描述
40168669	ucdt	武器
40221327	ucdt	铬色拼贴外饰
40297664	ugdt	红色照明球
40468891	ucdt	在任何一个大陆上占据9个资源点
40518942	ucdt	弹药携带量 10
40534759	ugdt	毒蛇武器迷彩
40766779	ucdt	轨道打击
40768076	ucdt	相对于标配的护甲，纳米编织护甲能够更有效地吸收伤害
40769121	ucdt	2016假日倒计时第14天
40920576	ucdt	VSH4哈迪斯
40940113	ucdt	幻像VE33
41302383	ucdt	奖励礼包
41629338	ucdt	“C”车标
41688339	ucdt	正在寻找战斗吗？
41696956	ugdt	Penguin Platoon Vehicle Decal
41700906	ucdt	证书附件
41702717	ucdt	在决裂者前方安装暮色破碎者头灯，可以照亮前方的战场。所有阵营均可使用此装备。
41714271	ucdt	武器的装弹时间减少0.1秒。
41908725	ucdt	蚊式战机神雕外饰
41958997	ugdt	Liberator Cepheus Cockpit
41990058	ucdt	将先驱的最高速度提高2公里/小时。
42001458	ucdt	强化减速、水平转向以及滚转性能。（比上一级更高效）
42083860	ucdt	伏击手喷射背包 3
42322991	ugdt	NSX Daimyo
42396152	ucdt	完成最高等级的成就，将会奖励你一套绝密的<font color="#7ff4ff">奥星镀层武器或装备</font>。
42461035	ucdt	燃烧弹
42610373	ucdt	执行官：奥星勋章
42829610	ucdt	四联炮120毫米自行反坦克炮
42992443	ucdt	一位友军指挥官放置了这枚烟雾信标，以提醒战友注意特定区域。如果你不确定收到的命令，务必向指挥官询问目标的详细信息。
43312432	ucdt	为你的载具添加迷彩图案。仅限地球共和国使用。
43419006	ugdt	Agility Chassis
43483024	ucdt	你每天获得的前5个绶带能带来双倍的绶带经验奖励。
43546748	ucdt	决裂者：防御插槽
43623280	ucdt	渗透兵：使用一个C-4炸弹击杀至少3名玩家
43628027	ucdt	减小因武器后坐力导致的准星水平方向的晃动。
43631079	ucdt	这儿需要修理！
43691011	ucdt	督察 3
43781416	ucdt	地球共和国：侦察步枪贴花
43782081	ugdt	将军 5 涂装
43794960	ucdt	卡宾枪专家背景横幅
43922044	ucdt	亡命徒绶带
43964573	ucdt	渡鸦（左手）：金质勋章
44243892	ucdt	授权使用其他的射击模式
44291005	ucdt	载具-女武神-武器06-60毫米-弹药-弹药携带量 10
44325738	ucdt	武器能够携带的最大榴弹数量增加8发。
44379053	ucdt	黑色NS-61B密使铜质勋章
44517814	ucdt	地球共和国：冲锋枪五角形贴花
44542357	ugdt	VS Combat Medic Shield 2 Placeholder
44613354	ugdt	Holiday II Banner
44726772	ucdt	VE-A蝎虎座
44893705	ucdt	为你的护甲添加军团贴花。仅供本角色使用。
45026780	ucdt	仅限今天！深棕单色迷彩上架！
45043352	ucdt	在你的载具上添加芒果迷彩图案。仅限地球共和国使用。
45044679	ucdt	掠夺者
45082946	ucdt	AF-18追猎者AE：铜质勋章
45093605	ugdt	M20 Wyvern
45176332	ucdt	传送舱使你能在要塞内部快速转移。只要你走进传送舱，就会自动被传送到另一座对应的传送舱上。
45211201	ucdt	v1.0.9
45227362	ucdt	M8捶击者脱壳穿甲炮：铜质勋章
45270491	ucdt	武器的最大弹药容量增至130发。
45275415	ugdt	执政官 3 涂装
45351300	ucdt	颅骨头盔让不幸面对它的对手在心底里感到恐惧。仅限地球共和国使用。
45391427	ucdt	Rocket Launcher lock-on Angle Skill Line Description
45661093	ucdt	弹夹01
45846049	ucdt	多向喷射 4
46146667	ucdt	友方控制点能提升护盾容量
46347937	ucdt	轻机枪：耀斑VE6（可调版）
46355128	ucdt	海盗战机爆炸盾牌座舱玻璃贴花
46367265	ucdt	宙斯盾 2
46430589	ucdt	检测到未知错误。
46462237	ucdt	警卫部队战斗医疗兵护甲
46658132	ucdt	R85火箭筒在对抗重型装甲目标时是理想的选择。
46711295	ugdt	Galaxy Vulture Cockpit
46826478	ucdt	激光瞄准器使腰射时的精准度提升33%。
46903786	ucdt	MAX无法使用小队部署。可以重新部署，或在装备终端处切换职业，再实施小队部署。
47194942	ucdt	魂斗罗冲锋者头盔
47201002	ucdt	瑞士护甲贴花
47215298	ucdt	T5 AMC：金质勋章
47374953	ucdt	主武器2：防空：XS轰天雷
47380077	ucdt	镰式战机笑脸座舱玻璃贴花
47393583	ucdt	为乘员自动恢复弹药
47452368	ucdt	武器的装弹时间减少0.3秒。
47710316	ucdt	所有假日帽经验奖励提高10%！请务必重新装备你的帽子。<br><br><font color="#FF0000">仅对购买的假日帽有效</font>
47874068	ucdt	从75米内的高度坠落将不再受到伤害，最小致命坠落高度接近230米，并且当你被载具撞击时受到的伤害降低20%。<font color="#dc9c36">MAX机甲也可装备。</font>
47907301	ugdt	TR-E001单兵护盾装备
48031490	ucdt	喇叭
48125287	ucdt	地球共和国卡宾枪分组
48125526	ugdt	Combat Medic Scout Rifle Access
48438950	ucdt	武器能够携带的最大弹药数量增加490发。
48526290	ucdt	T4 AMP：金质勋章
48566343	ucdt	纳能男爵G5：奥星勋章
48568102	ucdt	英诺华占坑标题20描述
48621708	ucdt	武器能够携带的最大弹药数量增加400发。
48755754	ucdt	载具的生命值总量提升18%。
49034992	ucdt	离开连队
49334622	ugdt	Revolver Armor Decal
49516656	ucdt	MAX装备着载具级的动力装甲，并拥有各种模块化的武器系统，可分别用于反步兵、反载具和防空。
49525517	ucdt	武器的装弹时间减少0.4秒。
